time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,gender,number_of_children,point_score,average_point_score,elg_number,elg_percent,gld_number,gld_percent,comm_lang_lit_number,comm_lang_lit_percent
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,3790,119267,31.5,1679,44.3,1805,47.6,2036,53.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Girls,1822,59552,32.7,944,51.8,991,54.4,1117,61.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Boys,1968,59715,30.3,735,37.3,814,41.4,919,46.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,2354,73346,31.2,1121,47.6,1204,51.1,1349,57.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Girls,1155,37285,32.3,643,55.7,682,59,762,66
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Boys,1199,36061,30.1,478,39.9,522,43.5,587,49
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,4220,142704,33.8,2253,53.4,2378,56.4,2610,61.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Girls,1995,70751,35.5,1258,63.1,1303,65.3,1423,71.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Boys,2225,71953,32.3,995,44.7,1075,48.3,1187,53.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,3892,132784,34.1,1943,49.9,2036,52.3,2260,58.1
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Girls,1900,67104,35.3,1115,58.7,1141,60.1,1264,66.5
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Boys,1992,65680,33,828,41.6,895,44.9,996,50
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Total,5109,165351,32.4,2417,47.3,2538,49.7,2857,55.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Girls,2463,82810,33.6,1394,56.6,1440,58.5,1615,65.6
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Boys,2646,82541,31.2,1023,38.7,1098,41.5,1242,46.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,1578,47383,30,526,33.3,584,37,681,43.2
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Girls,785,24494,31.2,325,41.4,344,43.8,406,51.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Boys,793,22889,28.9,201,25.3,240,30.3,275,34.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,1863,59914,32.2,960,51.5,1032,55.4,1086,58.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Girls,907,30051,33.1,562,62,585,64.5,616,67.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Boys,956,29863,31.2,398,41.6,447,46.8,470,49.2
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,13904,472984,34,7846,56.4,8184,58.9,8739,62.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Girls,6711,236546,35.2,4375,65.2,4504,67.1,4751,70.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Boys,7193,236438,32.9,3471,48.3,3680,51.2,3988,55.4
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,5079,164588,32.4,2495,49.1,2566,50.5,2826,55.6
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Girls,2541,85130,33.5,1456,57.3,1479,58.2,1614,63.5
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Boys,2538,79458,31.3,1039,40.9,1087,42.8,1212,47.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,6556,204185,31.1,2856,43.6,3053,46.6,3417,52.1
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Girls,3193,104265,32.7,1690,52.9,1763,55.2,1955,61.2
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Boys,3363,99920,29.7,1166,34.7,1290,38.4,1462,43.5
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,3335,101287,30.4,1244,37.3,1371,41.1,1563,46.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Girls,1616,51459,31.8,720,44.6,772,47.8,887,54.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Boys,1719,49828,29,524,30.5,599,34.8,676,39.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,2924,88335,30.2,1120,38.3,1231,42.1,1397,47.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Girls,1400,44042,31.5,664,47.4,710,50.7,790,56.4
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Boys,1524,44293,29.1,456,29.9,521,34.2,607,39.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,3130,98541,31.5,1544,49.3,1655,52.9,1778,56.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Girls,1510,49016,32.5,872,57.7,920,60.9,977,64.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Boys,1620,49525,30.6,672,41.5,735,45.4,801,49.4
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,2911,96480,33.1,1425,49,1488,51.1,1642,56.4
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Girls,1418,48879,34.5,818,57.7,841,59.3,921,65
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Boys,1493,47601,31.9,607,40.7,647,43.3,721,48.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,2170,69915,32.2,1157,53.3,1239,57.1,1313,60.5
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Girls,1044,35056,33.6,649,62.2,675,64.7,715,68.5
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Boys,1126,34859,31,508,45.1,564,50.1,598,53.1
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,3565,118705,33.3,1852,51.9,1930,54.1,2114,59.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Girls,1769,61253,34.6,1085,61.3,1114,63,1210,68.4
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Boys,1796,57452,32,767,42.7,816,45.4,904,50.3
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,2928,90048,30.8,1137,38.8,1224,41.8,1398,47.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Girls,1423,45270,31.8,678,47.6,714,50.2,808,56.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Boys,1505,44778,29.8,459,30.5,510,33.9,590,39.2
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,2901,103051,35.5,1711,59,1776,61.2,1908,65.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Girls,1426,52527,36.8,969,68,988,69.3,1055,74
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Boys,1475,50524,34.3,742,50.3,788,53.4,853,57.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,2589,83954,32.4,1112,43,1169,45.2,1352,52.2
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Girls,1290,43828,34,662,51.3,696,54,793,61.5
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Boys,1299,40126,30.9,450,34.6,473,36.4,559,43
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,3799,113479,29.9,1311,34.5,1431,37.7,1630,42.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Girls,1821,57439,31.5,786,43.2,834,45.8,959,52.7
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Boys,1978,56040,28.3,525,26.5,597,30.2,671,33.9
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,3747,119518,31.9,1630,43.5,1767,47.2,1940,51.8
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Girls,1876,62661,33.4,996,53.1,1061,56.6,1155,61.6
Academic Year,201213,Local Authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Boys,1871,56857,30.4,634,33.9,706,37.7,785,42
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Total,2751,86683,31.5,1286,46.7,1380,50.2,1491,54.2
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Girls,1329,43460,32.7,742,55.8,782,58.8,844,63.5
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Boys,1422,43223,30.4,544,38.3,598,42.1,647,45.5
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Total,7882,244295,31,3443,43.7,3843,48.8,4096,52
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Girls,3826,123256,32.2,1965,51.4,2160,56.5,2306,60.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Boys,4056,121039,29.8,1478,36.4,1683,41.5,1790,44.1
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Total,2741,86927,31.7,1154,42.1,1238,45.2,1444,52.7
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Girls,1334,43967,33,691,51.8,727,54.5,840,63
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Boys,1407,42960,30.5,463,32.9,511,36.3,604,42.9
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Total,3752,116092,30.9,1505,40.1,1623,43.3,1847,49.2
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Girls,1842,59628,32.4,902,49,959,52.1,1073,58.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Boys,1910,56464,29.6,603,31.6,664,34.8,774,40.5
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Total,3558,121304,34.1,1902,53.5,1962,55.1,2176,61.2
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Girls,1748,61825,35.4,1100,62.9,1118,64,1255,71.8
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Boys,1810,59479,32.9,802,44.3,844,46.6,921,50.9
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston Upon Hull City of,Total,3279,96104,29.3,1161,35.4,1372,41.8,1484,45.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston Upon Hull City of,Girls,1605,49125,30.6,699,43.6,806,50.2,876,54.6
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston Upon Hull City of,Boys,1674,46979,28.1,462,27.6,566,33.8,608,36.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Total,5586,183841,32.9,2839,50.8,2980,53.3,3296,59
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Girls,2759,94137,34.1,1637,59.3,1681,60.9,1843,66.8
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Boys,2827,89704,31.7,1202,42.5,1299,45.9,1453,51.4
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Total,9306,293316,31.5,4335,46.6,4771,51.3,5155,55.4
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Girls,4545,149666,32.9,2504,55.1,2691,59.2,2906,63.9
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Boys,4761,143650,30.2,1831,38.5,2080,43.7,2249,47.2
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Total,1922,63157,32.9,910,47.3,978,50.9,1079,56.1
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Girls,937,32055,34.2,534,57,561,59.9,612,65.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Boys,985,31102,31.6,376,38.2,417,42.3,467,47.4
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Total,1929,63844,33.1,955,49.5,1017,52.7,1098,56.9
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Girls,958,32880,34.3,555,57.9,579,60.4,625,65.2
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Boys,971,30964,31.9,400,41.2,438,45.1,473,48.7
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Total,6326,204270,32.3,2609,41.2,2764,43.7,3204,50.6
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Girls,3088,103949,33.7,1607,52,1663,53.9,1903,61.6
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Boys,3238,100321,31,1002,30.9,1101,34,1301,40.2
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Total,3308,109296,33,1761,53.2,1843,55.7,1976,59.7
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Girls,1599,55014,34.4,1015,63.5,1045,65.4,1112,69.5
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Boys,1709,54282,31.8,746,43.7,798,46.7,864,50.6
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Total,6265,201169,32.1,2986,47.7,3194,51,3424,54.7
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Girls,3026,101374,33.5,1690,55.8,1773,58.6,1897,62.7
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Boys,3239,99795,30.8,1296,40,1421,43.9,1527,47.1
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Total,3975,129948,32.7,2162,54.4,2268,57.1,2390,60.1
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Girls,1951,66622,34.1,1268,65,1310,67.1,1372,70.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Boys,2024,63326,31.3,894,44.2,958,47.3,1018,50.3
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Total,2014,66648,33.1,1072,53.2,1136,56.4,1230,61.1
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Girls,980,33369,34.1,612,62.4,634,64.7,681,69.5
Academic Year,201213,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Boys,1034,33279,32.2,460,44.5,502,48.5,549,53.1
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,3317,101815,30.7,1265,38.1,1357,40.9,1588,47.9
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Girls,1596,50851,31.9,705,44.2,746,46.7,877,54.9
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Boys,1721,50964,29.6,560,32.5,611,35.5,711,41.3
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,8678,291397,33.6,4084,47.1,4304,49.6,4823,55.6
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Girls,4243,148927,35.1,2361,55.6,2448,57.7,2739,64.6
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Boys,4435,142470,32.1,1723,38.9,1856,41.8,2084,47
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,4419,120894,27.4,991,22.4,1222,27.7,1476,33.4
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,2115,60387,28.6,597,28.2,700,33.1,863,40.8
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,2304,60507,26.3,394,17.1,522,22.7,613,26.6
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,7473,241872,32.4,3271,43.8,3463,46.3,3947,52.8
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,3598,120336,33.4,1866,51.9,1933,53.7,2203,61.2
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,3875,121536,31.4,1405,36.3,1530,39.5,1744,45
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,7991,277354,34.7,4985,62.4,5227,65.4,5438,68.1
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Girls,3837,138763,36.2,2750,71.7,2849,74.3,2946,76.8
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Boys,4154,138591,33.4,2235,53.8,2378,57.2,2492,60
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,9290,308451,33.2,4378,47.1,4607,49.6,5109,55
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Girls,4512,156134,34.6,2518,55.8,2594,57.5,2864,63.5
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Boys,4778,152317,31.9,1860,38.9,2013,42.1,2245,47
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,3545,109269,30.8,1311,37,1415,39.9,1573,44.4
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Girls,1774,57051,32.2,802,45.2,854,48.1,944,53.2
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Boys,1771,52218,29.5,509,28.7,561,31.7,629,35.5
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,9129,306204,33.5,4925,53.9,5169,56.6,5549,60.8
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Girls,4468,155749,34.9,2810,62.9,2917,65.3,3077,68.9
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Boys,4661,150455,32.3,2115,45.4,2252,48.3,2472,53
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,393,14172,36.1,222,56.5,225,57.3,260,66.2
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Girls,198,7388,37.3,127,64.1,128,64.6,150,75.8
Academic Year,201213,Local Authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Boys,195,6784,34.8,95,48.7,97,49.7,110,56.4
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,15667,513366,32.8,7308,46.6,7765,49.6,8553,54.6
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Girls,7577,259170,34.2,4168,55,4342,57.3,4751,62.7
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Boys,8090,254196,31.4,3140,38.8,3423,42.3,3802,47
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,4374,143698,32.9,2279,52.1,2423,55.4,2572,58.8
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Girls,2161,73317,33.9,1289,59.6,1353,62.6,1422,65.8
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Boys,2213,70381,31.8,990,44.7,1070,48.4,1150,52
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,3773,123103,32.6,1823,48.3,1929,51.1,2119,56.2
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Girls,1779,60723,34.1,1043,58.6,1087,61.1,1173,65.9
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Boys,1994,62380,31.3,780,39.1,842,42.2,946,47.4
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Total,1866,61367,32.9,968,51.9,1026,55,1104,59.2
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Girls,891,30399,34.1,558,62.6,581,65.2,619,69.5
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Boys,975,30968,31.8,410,42.1,445,45.6,485,49.7
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,4581,143413,31.3,1926,42,2088,45.6,2325,50.8
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Girls,2279,74498,32.7,1154,50.6,1230,54,1357,59.5
Academic Year,201213,Local Authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Boys,2302,68915,29.9,772,33.5,858,37.3,968,42.1
